Date,Emergencies,Per Cap Emergencies,income0,income1,income2,income3,income4,income5,Precipitation,Snow,Tmax,Tmin,Awnd,Avg Precipitation,Avg Snow,Avg Tmax,Avg Tmin,Avg Awnd,Yester Precipitation,Yester Snow,Yester Tmax,Yester Tmin,Yester Awnd,Avg Low,Avg High
20130327,2,2.634074386260668e-05,0,0,1,0,0,0,0,0,55,36,12.08,0.0071428571428571435,0.0,40.142857142857146,27.857142857142858,10.768571428571429,0.05,0,50,34,10.51,35,50
20130327,5,4.1194305299235436e-05,0,0,0,1,0,0,0,0,55,36,12.08,0.0071428571428571435,0.0,40.142857142857146,27.857142857142858,10.768571428571429,0.05,0,50,34,10.51,35,50
20130327,2,1.2532349126181957e-05,0,0,0,0,1,0,0,0,55,36,12.08,0.0071428571428571435,0.0,40.142857142857146,27.857142857142858,10.768571428571429,0.05,0,50,34,10.51,35,50
20130327,8,5.055963192587958e-05,0,0,0,0,0,1,0,0,55,36,12.08,0.0071428571428571435,0.0,40.142857142857146,27.857142857142858,10.768571428571429,0.05,0,50,34,10.51,35,50
20130328,2,3.026588580681285e-05,1,0,0,0,0,0,0,0,48,38,8.5,0.0071428571428571435,0.0,41.285714285714285,29.142857142857142,10.225714285714286,0,0,55,36,12.08,35,50
20130328,4,3.20666987333654e-05,0,1,0,0,0,0,0,0,48,38,8.5,0.0071428571428571435,0.0,41.285714285714285,29.142857142857142,10.225714285714286,0,0,55,36,12.08,35,50
20130328,3,3.951111579391002e-05,0,0,1,0,0,0,0,0,48,38,8.5,0.0071428571428571435,0.0,41.285714285714285,29.142857142857142,10.225714285714286,0,0,55,36,12.08,35,50
20130328,4,3.295544423938835e-05,0,0,0,1,0,0,0,0,48,38,8.5,0.0071428571428571435,0.0,41.285714285714285,29.142857142857142,10.225714285714286,0,0,55,36,12.08,35,50
20130328,2,1.2532349126181957e-05,0,0,0,0,1,0,0,0,48,38,8.5,0.0071428571428571435,0.0,41.285714285714285,29.142857142857142,10.225714285714286,0,0,55,36,12.08,35,50
20130328,3,1.895986197220484e-05,0,0,0,0,0,1,0,0,48,38,8.5,0.0071428571428571435,0.0,41.285714285714285,29.142857142857142,10.225714285714286,0,0,55,36,12.08,35,50
20130329,2,3.026588580681285e-05,1,0,0,0,0,0,0.01,0,56,40,8.72,0.008571428571428572,0.0,43.0,30.571428571428573,9.107142857142856,0,0,48,38,8.5,35,50
20130329,3,2.405002405002405e-05,0,1,0,0,0,0,0.01,0,56,40,8.72,0.008571428571428572,0.0,43.0,30.571428571428573,9.107142857142856,0,0,48,38,8.5,35,50
20130329,2,2.634074386260668e-05,0,0,1,0,0,0,0.01,0,56,40,8.72,0.008571428571428572,0.0,43.0,30.571428571428573,9.107142857142856,0,0,48,38,8.5,35,50
20130329,2,1.6477722119694175e-05,0,0,0,1,0,0,0.01,0,56,40,8.72,0.008571428571428572,0.0,43.0,30.571428571428573,9.107142857142856,0,0,48,38,8.5,35,50
20130329,4,2.5064698252363914e-05,0,0,0,0,1,0,0.01,0,56,40,8.72,0.008571428571428572,0.0,43.0,30.571428571428573,9.107142857142856,0,0,48,38,8.5,35,50
20130329,5,3.159976995367474e-05,0,0,0,0,0,1,0.01,0,56,40,8.72,0.008571428571428572,0.0,43.0,30.571428571428573,9.107142857142856,0,0,48,38,8.5,35,50
20130330,2,3.026588580681285e-05,1,0,0,0,0,0,0,0,54,40,8.05,0.008571428571428572,0.0,43.857142857142854,31.571428571428573,8.818571428571428,0.01,0,56,40,8.72,35,51
20130330,6,4.81000481000481e-05,0,1,0,0,0,0,0,0,54,40,8.05,0.008571428571428572,0.0,43.857142857142854,31.571428571428573,8.818571428571428,0.01,0,56,40,8.72,35,51
20130330,0,0.0,0,0,1,0,0,0,0,0,54,40,8.05,0.008571428571428572,0.0,43.857142857142854,31.571428571428573,8.818571428571428,0.01,0,56,40,8.72,35,51
20130330,3,2.471658317954126e-05,0,0,0,1,0,0,0,0,54,40,8.05,0.008571428571428572,0.0,43.857142857142854,31.571428571428573,8.818571428571428,0.01,0,56,40,8.72,35,51
20130330,1,6.2661745630909785e-06,0,0,0,0,1,0,0,0,54,40,8.05,0.008571428571428572,0.0,43.857142857142854,31.571428571428573,8.818571428571428,0.01,0,56,40,8.72,35,51
20130330,4,2.527981596293979e-05,0,0,0,0,0,1,0,0,54,40,8.05,0.008571428571428572,0.0,43.857142857142854,31.571428571428573,8.818571428571428,0.01,0,56,40,8.72,35,51
20130331,3,4.539882871021928e-05,1,0,0,0,0,0,0.03,0,59,34,9.84,0.012857142857142857,0.0,46.0,31.714285714285715,8.242857142857142,0,0,54,40,8.05,36,51
20130331,3,2.405002405002405e-05,0,1,0,0,0,0,0.03,0,59,34,9.84,0.012857142857142857,0.0,46.0,31.714285714285715,8.242857142857142,0,0,54,40,8.05,36,51
20130331,3,3.951111579391002e-05,0,0,1,0,0,0,0.03,0,59,34,9.84,0.012857142857142857,0.0,46.0,31.714285714285715,8.242857142857142,0,0,54,40,8.05,36,51
20130331,4,3.295544423938835e-05,0,0,0,1,0,0,0.03,0,59,34,9.84,0.012857142857142857,0.0,46.0,31.714285714285715,8.242857142857142,0,0,54,40,8.05,36,51
20130331,1,6.2661745630909785e-06,0,0,0,0,1,0,0.03,0,59,34,9.84,0.012857142857142857,0.0,46.0,31.714285714285715,8.242857142857142,0,0,54,40,8.05,36,51
20130331,3,1.895986197220484e-05,0,0,0,0,0,1,0.03,0,59,34,9.84,0.012857142857142857,0.0,46.0,31.714285714285715,8.242857142857142,0,0,54,40,8.05,36,51
20130401,3,4.539882871021928e-05,1,0,0,0,0,0,0.12,0,62,35,14.54,0.022857142857142857,0.0,47.714285714285715,31.857142857142858,8.818571428571428,0.03,0,59,34,9.84,36,50
20130401,4,3.20666987333654e-05,0,1,0,0,0,0,0.12,0,62,35,14.54,0.022857142857142857,0.0,47.714285714285715,31.857142857142858,8.818571428571428,0.03,0,59,34,9.84,36,50
20130401,0,0.0,0,0,1,0,0,0,0.12,0,62,35,14.54,0.022857142857142857,0.0,47.714285714285715,31.857142857142858,8.818571428571428,0.03,0,59,34,9.84,36,50
20130401,1,8.238861059847087e-06,0,0,0,1,0,0,0.12,0,62,35,14.54,0.022857142857142857,0.0,47.714285714285715,31.857142857142858,8.818571428571428,0.03,0,59,34,9.84,36,50
20130401,5,3.1330872815454893e-05,0,0,0,0,1,0,0.12,0,62,35,14.54,0.022857142857142857,0.0,47.714285714285715,31.857142857142858,8.818571428571428,0.03,0,59,34,9.84,36,50
20130401,3,1.895986197220484e-05,0,0,0,0,0,1,0.12,0,62,35,14.54,0.022857142857142857,0.0,47.714285714285715,31.857142857142858,8.818571428571428,0.03,0,59,34,9.84,36,50
20130402,2,3.026588580681285e-05,1,0,0,0,0,0,0,0,42,31,17,0.022857142857142857,0.0,45.857142857142854,31.142857142857142,9.52142857142857,0.12,0,62,35,14.54,36,51
20130402,4,3.20666987333654e-05,0,1,0,0,0,0,0,0,42,31,17,0.022857142857142857,0.0,45.857142857142854,31.142857142857142,9.52142857142857,0.12,0,62,35,14.54,36,51
20130402,1,1.317037193130334e-05,0,0,1,0,0,0,0,0,42,31,17,0.022857142857142857,0.0,45.857142857142854,31.142857142857142,9.52142857142857,0.12,0,62,35,14.54,36,51
20130402,0,0.0,0,0,0,1,0,0,0,0,42,31,17,0.022857142857142857,0.0,45.857142857142854,31.142857142857142,9.52142857142857,0.12,0,62,35,14.54,36,51
20130402,0,0.0,0,0,0,0,1,0,0,0,42,31,17,0.022857142857142857,0.0,45.857142857142854,31.142857142857142,9.52142857142857,0.12,0,62,35,14.54,36,51
20130402,1,6.3199539907349474e-06,0,0,0,0,0,1,0,0,42,31,17,0.022857142857142857,0.0,45.857142857142854,31.142857142857142,9.52142857142857,0.12,0,62,35,14.54,36,51
20130403,0,0.0,1,0,0,0,0,0,0,0,47,31,19.01,0.022857142857142857,0.0,45.714285714285715,30.142857142857142,11.022857142857143,0,0,42,31,17,37,51
20130403,3,2.405002405002405e-05,0,1,0,0,0,0,0,0,47,31,19.01,0.022857142857142857,0.0,45.714285714285715,30.142857142857142,11.022857142857143,0,0,42,31,17,37,51
20130403,3,3.951111579391002e-05,0,0,1,0,0,0,0,0,47,31,19.01,0.022857142857142857,0.0,45.714285714285715,30.142857142857142,11.022857142857143,0,0,42,31,17,37,51
20130403,3,2.471658317954126e-05,0,0,0,1,0,0,0,0,47,31,19.01,0.022857142857142857,0.0,45.714285714285715,30.142857142857142,11.022857142857143,0,0,42,31,17,37,51
20130403,4,2.5064698252363914e-05,0,0,0,0,1,0,0,0,47,31,19.01,0.022857142857142857,0.0,45.714285714285715,30.142857142857142,11.022857142857143,0,0,42,31,17,37,51
20130403,4,2.527981596293979e-05,0,0,0,0,0,1,0,0,47,31,19.01,0.022857142857142857,0.0,45.714285714285715,30.142857142857142,11.022857142857143,0,0,42,31,17,37,51
20130404,5,7.566471451703213e-05,1,0,0,0,0,0,0,0,56,32,13.65,0.02142857142857143,0.0,45.714285714285715,29.0,11.727142857142857,0,0,47,31,19.01,37,51
20130404,2,1.60333493666827e-05,0,1,0,0,0,0,0,0,56,32,13.65,0.02142857142857143,0.0,45.714285714285715,29.0,11.727142857142857,0,0,47,31,19.01,37,51
20130404,4,5.268148772521336e-05,0,0,1,0,0,0,0,0,56,32,13.65,0.02142857142857143,0.0,45.714285714285715,29.0,11.727142857142857,0,0,47,31,19.01,37,51
20130404,5,4.1194305299235436e-05,0,0,0,1,0,0,0,0,56,32,13.65,0.02142857142857143,0.0,45.714285714285715,29.0,11.727142857142857,0,0,47,31,19.01,37,51
20130404,2,1.2532349126181957e-05,0,0,0,0,1,0,0,0,56,32,13.65,0.02142857142857143,0.0,45.714285714285715,29.0,11.727142857142857,0,0,47,31,19.01,37,51
20130404,1,6.3199539907349474e-06,0,0,0,0,0,1,0,0,56,32,13.65,0.02142857142857143,0.0,45.714285714285715,29.0,11.727142857142857,0,0,47,31,19.01,37,51
20130405,3,4.539882871021928e-05,1,0,0,0,0,0,0,0,57,38,12.75,0.02142857142857143,0.0,46.142857142857146,28.714285714285715,12.398571428571428,0,0,56,32,13.65,37,52
20130405,4,3.20666987333654e-05,0,1,0,0,0,0,0,0,57,38,12.75,0.02142857142857143,0.0,46.142857142857146,28.714285714285715,12.398571428571428,0,0,56,32,13.65,37,52
20130405,1,1.317037193130334e-05,0,0,1,0,0,0,0,0,57,38,12.75,0.02142857142857143,0.0,46.142857142857146,28.714285714285715,12.398571428571428,0,0,56,32,13.65,37,52
20130405,1,8.238861059847087e-06,0,0,0,1,0,0,0,0,57,38,12.75,0.02142857142857143,0.0,46.142857142857146,28.714285714285715,12.398571428571428,0,0,56,32,13.65,37,52
20130405,2,1.2532349126181957e-05,0,0,0,0,1,0,0,0,57,38,12.75,0.02142857142857143,0.0,46.142857142857146,28.714285714285715,12.398571428571428,0,0,56,32,13.65,37,52
20130405,4,2.527981596293979e-05,0,0,0,0,0,1,0,0,57,38,12.75,0.02142857142857143,0.0,46.142857142857146,28.714285714285715,12.398571428571428,0,0,56,32,13.65,37,52
20130406,1,1.5132942903406426e-05,1,0,0,0,0,0,0,0,47,33,12.08,0.017142857142857144,0.0,44.42857142857143,28.571428571428573,12.718571428571428,0,0,57,38,12.75,38,52
20130406,5,4.008337341670675e-05,0,1,0,0,0,0,0,0,47,33,12.08,0.017142857142857144,0.0,44.42857142857143,28.571428571428573,12.718571428571428,0,0,57,38,12.75,38,52
20130406,4,5.268148772521336e-05,0,0,1,0,0,0,0,0,47,33,12.08,0.017142857142857144,0.0,44.42857142857143,28.571428571428573,12.718571428571428,0,0,57,38,12.75,38,52
20130406,6,4.943316635908252e-05,0,0,0,1,0,0,0,0,47,33,12.08,0.017142857142857144,0.0,44.42857142857143,28.571428571428573,12.718571428571428,0,0,57,38,12.75,38,52
20130406,4,2.5064698252363914e-05,0,0,0,0,1,0,0,0,47,33,12.08,0.017142857142857144,0.0,44.42857142857143,28.571428571428573,12.718571428571428,0,0,57,38,12.75,38,52
20130406,2,1.2639907981469895e-05,0,0,0,0,0,1,0,0,47,33,12.08,0.017142857142857144,0.0,44.42857142857143,28.571428571428573,12.718571428571428,0,0,57,38,12.75,38,52
20130407,3,4.539882871021928e-05,1,0,0,0,0,0,0,0,54,32,15.88,0.0,0.0,43.285714285714285,28.142857142857142,12.91,0,0,47,33,12.08,38,53
20130407,2,1.60333493666827e-05,0,1,0,0,0,0,0,0,54,32,15.88,0.0,0.0,43.285714285714285,28.142857142857142,12.91,0,0,47,33,12.08,38,53
20130407,2,2.634074386260668e-05,0,0,1,0,0,0,0,0,54,32,15.88,0.0,0.0,43.285714285714285,28.142857142857142,12.91,0,0,47,33,12.08,38,53
20130407,3,2.471658317954126e-05,0,0,0,1,0,0,0,0,54,32,15.88,0.0,0.0,43.285714285714285,28.142857142857142,12.91,0,0,47,33,12.08,38,53
20130407,2,1.2532349126181957e-05,0,0,0,0,1,0,0,0,54,32,15.88,0.0,0.0,43.285714285714285,28.142857142857142,12.91,0,0,47,33,12.08,38,53
20130407,3,1.895986197220484e-05,0,0,0,0,0,1,0,0,54,32,15.88,0.0,0.0,43.285714285714285,28.142857142857142,12.91,0,0,47,33,12.08,38,53
20130408,2,3.026588580681285e-05,1,0,0,0,0,0,0,0,63,46,9.84,0.0,0.0,46.285714285714285,30.285714285714285,11.887142857142859,0,0,54,32,15.88,38,53
20130408,4,3.20666987333654e-05,0,1,0,0,0,0,0,0,63,46,9.84,0.0,0.0,46.285714285714285,30.285714285714285,11.887142857142859,0,0,54,32,15.88,38,53
20130408,5,6.58518596565167e-05,0,0,1,0,0,0,0,0,63,46,9.84,0.0,0.0,46.285714285714285,30.285714285714285,11.887142857142859,0,0,54,32,15.88,38,53
20130408,6,4.943316635908252e-05,0,0,0,1,0,0,0,0,63,46,9.84,0.0,0.0,46.285714285714285,30.285714285714285,11.887142857142859,0,0,54,32,15.88,38,53
20130408,2,1.2532349126181957e-05,0,0,0,0,1,0,0,0,63,46,9.84,0.0,0.0,46.285714285714285,30.285714285714285,11.887142857142859,0,0,54,32,15.88,38,53
20130408,4,2.527981596293979e-05,0,0,0,0,0,1,0,0,63,46,9.84,0.0,0.0,46.285714285714285,30.285714285714285,11.887142857142859,0,0,54,32,15.88,38,53
20130409,4,6.05317716136257e-05,1,0,0,0,0,0,0.06,0,73,45,8.72,0.008571428571428572,0.0,50.0,32.285714285714285,10.417142857142858,0,0,63,46,9.84,39,53
20130409,5,4.008337341670675e-05,0,1,0,0,0,0,0.06,0,73,45,8.72,0.008571428571428572,0.0,50.0,32.285714285714285,10.417142857142858,0,0,63,46,9.84,39,53
20130409,2,2.634074386260668e-05,0,0,1,0,0,0,0.06,0,73,45,8.72,0.008571428571428572,0.0,50.0,32.285714285714285,10.417142857142858,0,0,63,46,9.84,39,53
20130409,1,8.238861059847087e-06,0,0,0,1,0,0,0.06,0,73,45,8.72,0.008571428571428572,0.0,50.0,32.285714285714285,10.417142857142858,0,0,63,46,9.84,39,53
20130409,3,1.8798523689272935e-05,0,0,0,0,1,0,0.06,0,73,45,8.72,0.008571428571428572,0.0,50.0,32.285714285714285,10.417142857142858,0,0,63,46,9.84,39,53
20130409,7,4.4239677935144635e-05,0,0,0,0,0,1,0.06,0,73,45,8.72,0.008571428571428572,0.0,50.0,32.285714285714285,10.417142857142858,0,0,63,46,9.84,39,53
20130410,2,3.026588580681285e-05,1,0,0,0,0,0,0.19,0,54,45,6.04,0.03571428571428571,0.0,49.714285714285715,34.142857142857146,9.33,0.06,0,73,45,8.72,39,54
20130410,2,1.60333493666827e-05,0,1,0,0,0,0,0.19,0,54,45,6.04,0.03571428571428571,0.0,49.714285714285715,34.142857142857146,9.33,0.06,0,73,45,8.72,39,54
20130410,2,2.634074386260668e-05,0,0,1,0,0,0,0.19,0,54,45,6.04,0.03571428571428571,0.0,49.714285714285715,34.142857142857146,9.33,0.06,0,73,45,8.72,39,54
20130410,5,4.1194305299235436e-05,0,0,0,1,0,0,0.19,0,54,45,6.04,0.03571428571428571,0.0,49.714285714285715,34.142857142857146,9.33,0.06,0,73,45,8.72,39,54
20130410,2,1.2532349126181957e-05,0,0,0,0,1,0,0.19,0,54,45,6.04,0.03571428571428571,0.0,49.714285714285715,34.142857142857146,9.33,0.06,0,73,45,8.72,39,54
20130410,5,3.159976995367474e-05,0,0,0,0,0,1,0.19,0,54,45,6.04,0.03571428571428571,0.0,49.714285714285715,34.142857142857146,9.33,0.06,0,73,45,8.72,39,54
20130411,0,0.0,1,0,0,0,0,0,0.04,0,49,42,6.93,0.04142857142857143,0.0,48.57142857142857,34.714285714285715,8.498571428571427,0.19,0,54,45,6.04,39,54
20130411,0,0.0,0,1,0,0,0,0,0.04,0,49,42,6.93,0.04142857142857143,0.0,48.57142857142857,34.714285714285715,8.498571428571427,0.19,0,54,45,6.04,39,54
20130411,4,5.268148772521336e-05,0,0,1,0,0,0,0.04,0,49,42,6.93,0.04142857142857143,0.0,48.57142857142857,34.714285714285715,8.498571428571427,0.19,0,54,45,6.04,39,54
20130411,2,1.6477722119694175e-05,0,0,0,1,0,0,0.04,0,49,42,6.93,0.04142857142857143,0.0,48.57142857142857,34.714285714285715,8.498571428571427,0.19,0,54,45,6.04,39,54
20130411,4,2.5064698252363914e-05,0,0,0,0,1,0,0.04,0,49,42,6.93,0.04142857142857143,0.0,48.57142857142857,34.714285714285715,8.498571428571427,0.19,0,54,45,6.04,39,54
20130411,4,2.527981596293979e-05,0,0,0,0,0,1,0.04,0,49,42,6.93,0.04142857142857143,0.0,48.57142857142857,34.714285714285715,8.498571428571427,0.19,0,54,45,6.04,39,54
20130412,0,0.0,1,0,0,0,0,0,0.35,0,43,38,19.01,0.09142857142857141,0.0,48.0,35.42857142857143,9.48857142857143,0.04,0,49,42,6.93,40,54
20130412,2,1.60333493666827e-05,0,1,0,0,0,0,0.35,0,43,38,19.01,0.09142857142857141,0.0,48.0,35.42857142857143,9.48857142857143,0.04,0,49,42,6.93,40,54
20130412,2,2.634074386260668e-05,0,0,1,0,0,0,0.35,0,43,38,19.01,0.09142857142857141,0.0,48.0,35.42857142857143,9.48857142857143,0.04,0,49,42,6.93,40,54
20130412,4,3.295544423938835e-05,0,0,0,1,0,0,0.35,0,43,38,19.01,0.09142857142857141,0.0,48.0,35.42857142857143,9.48857142857143,0.04,0,49,42,6.93,40,54
20130412,3,1.8798523689272935e-05,0,0,0,0,1,0,0.35,0,43,38,19.01,0.09142857142857141,0.0,48.0,35.42857142857143,9.48857142857143,0.04,0,49,42,6.93,40,54
20130412,3,1.895986197220484e-05,0,0,0,0,0,1,0.35,0,43,38,19.01,0.09142857142857141,0.0,48.0,35.42857142857143,9.48857142857143,0.04,0,49,42,6.93,40,54
20130413,2,3.026588580681285e-05,1,0,0,0,0,0,0.02,0,51,36,8.95,0.09428571428571428,0.0,47.57142857142857,36.0,8.498571428571427,0.35,0,43,38,19.01,40,55
20130413,2,1.60333493666827e-05,0,1,0,0,0,0,0.02,0,51,36,8.95,0.09428571428571428,0.0,47.57142857142857,36.0,8.498571428571427,0.35,0,43,38,19.01,40,55
20130413,4,5.268148772521336e-05,0,0,1,0,0,0,0.02,0,51,36,8.95,0.09428571428571428,0.0,47.57142857142857,36.0,8.498571428571427,0.35,0,43,38,19.01,40,55
20130413,1,8.238861059847087e-06,0,0,0,1,0,0,0.02,0,51,36,8.95,0.09428571428571428,0.0,47.57142857142857,36.0,8.498571428571427,0.35,0,43,38,19.01,40,55
20130413,5,3.1330872815454893e-05,0,0,0,0,1,0,0.02,0,51,36,8.95,0.09428571428571428,0.0,47.57142857142857,36.0,8.498571428571427,0.35,0,43,38,19.01,40,55
20130413,5,3.159976995367474e-05,0,0,0,0,0,1,0.02,0,51,36,8.95,0.09428571428571428,0.0,47.57142857142857,36.0,8.498571428571427,0.35,0,43,38,19.01,40,55
20130414,1,1.5132942903406426e-05,1,0,0,0,0,0,0,0,55,42,10.51,0.09428571428571428,0.0,46.42857142857143,35.42857142857143,8.594285714285714,0.02,0,51,36,8.95,40,55
20130414,6,4.81000481000481e-05,0,1,0,0,0,0,0,0,55,42,10.51,0.09428571428571428,0.0,46.42857142857143,35.42857142857143,8.594285714285714,0.02,0,51,36,8.95,40,55
20130414,3,3.951111579391002e-05,0,0,1,0,0,0,0,0,55,42,10.51,0.09428571428571428,0.0,46.42857142857143,35.42857142857143,8.594285714285714,0.02,0,51,36,8.95,40,55
20130414,1,8.238861059847087e-06,0,0,0,1,0,0,0,0,55,42,10.51,0.09428571428571428,0.0,46.42857142857143,35.42857142857143,8.594285714285714,0.02,0,51,36,8.95,40,55
20130414,2,1.2532349126181957e-05,0,0,0,0,1,0,0,0,55,42,10.51,0.09428571428571428,0.0,46.42857142857143,35.42857142857143,8.594285714285714,0.02,0,51,36,8.95,40,55
20130414,5,3.159976995367474e-05,0,0,0,0,0,1,0,0,55,42,10.51,0.09428571428571428,0.0,46.42857142857143,35.42857142857143,8.594285714285714,0.02,0,51,36,8.95,40,55
20130415,1,1.5132942903406426e-05,1,0,0,0,0,0,0,0,49,38,10.51,0.08571428571428572,0.0,43.0,34.42857142857143,8.85,0,0,55,42,10.51,41,55
20130415,5,4.008337341670675e-05,0,1,0,0,0,0,0,0,49,38,10.51,0.08571428571428572,0.0,43.0,34.42857142857143,8.85,0,0,55,42,10.51,41,55
20130415,2,2.634074386260668e-05,0,0,1,0,0,0,0,0,49,38,10.51,0.08571428571428572,0.0,43.0,34.42857142857143,8.85,0,0,55,42,10.51,41,55
20130415,3,2.471658317954126e-05,0,0,0,1,0,0,0,0,49,38,10.51,0.08571428571428572,0.0,43.0,34.42857142857143,8.85,0,0,55,42,10.51,41,55
20130415,0,0.0,0,0,0,0,1,0,0,0,49,38,10.51,0.08571428571428572,0.0,43.0,34.42857142857143,8.85,0,0,55,42,10.51,41,55
20130415,14,8.847935587028927e-05,0,0,0,0,0,1,0,0,49,38,10.51,0.08571428571428572,0.0,43.0,34.42857142857143,8.85,0,0,55,42,10.51,41,55
20130416,4,6.05317716136257e-05,1,0,0,0,0,0,0,0,64,39,14.99,0.058571428571428566,0.0,44.42857142857143,33.57142857142857,10.12857142857143,0,0,49,38,10.51,41,56
20130416,1,8.01667468334135e-06,0,1,0,0,0,0,0,0,64,39,14.99,0.058571428571428566,0.0,44.42857142857143,33.57142857142857,10.12857142857143,0,0,49,38,10.51,41,56
20130416,1,1.317037193130334e-05,0,0,1,0,0,0,0,0,64,39,14.99,0.058571428571428566,0.0,44.42857142857143,33.57142857142857,10.12857142857143,0,0,49,38,10.51,41,56
20130416,2,1.6477722119694175e-05,0,0,0,1,0,0,0,0,64,39,14.99,0.058571428571428566,0.0,44.42857142857143,33.57142857142857,10.12857142857143,0,0,49,38,10.51,41,56
20130416,2,1.2532349126181957e-05,0,0,0,0,1,0,0,0,64,39,14.99,0.058571428571428566,0.0,44.42857142857143,33.57142857142857,10.12857142857143,0,0,49,38,10.51,41,56
20130416,1,6.3199539907349474e-06,0,0,0,0,0,1,0,0,64,39,14.99,0.058571428571428566,0.0,44.42857142857143,33.57142857142857,10.12857142857143,0,0,49,38,10.51,41,56
20130417,0,0.0,1,0,0,0,0,0,0,0,66,47,9.62,0.05285714285714286,0.0,46.857142857142854,34.285714285714285,10.512857142857143,0,0,64,39,14.99,41,56
20130417,2,1.60333493666827e-05,0,1,0,0,0,0,0,0,66,47,9.62,0.05285714285714286,0.0,46.857142857142854,34.285714285714285,10.512857142857143,0,0,64,39,14.99,41,56
20130417,1,1.317037193130334e-05,0,0,1,0,0,0,0,0,66,47,9.62,0.05285714285714286,0.0,46.857142857142854,34.285714285714285,10.512857142857143,0,0,64,39,14.99,41,56
20130417,2,1.6477722119694175e-05,0,0,0,1,0,0,0,0,66,47,9.62,0.05285714285714286,0.0,46.857142857142854,34.285714285714285,10.512857142857143,0,0,64,39,14.99,41,56
20130417,1,6.2661745630909785e-06,0,0,0,0,1,0,0,0,66,47,9.62,0.05285714285714286,0.0,46.857142857142854,34.285714285714285,10.512857142857143,0,0,64,39,14.99,41,56
20130417,5,3.159976995367474e-05,0,0,0,0,0,1,0,0,66,47,9.62,0.05285714285714286,0.0,46.857142857142854,34.285714285714285,10.512857142857143,0,0,64,39,14.99,41,56
20130418,3,4.539882871021928e-05,1,0,0,0,0,0,0,0,63,45,13.65,0.002857142857142857,0.0,49.714285714285715,35.285714285714285,9.747142857142856,0,0,66,47,9.62,42,57
20130418,9,7.215007215007215e-05,0,1,0,0,0,0,0,0,63,45,13.65,0.002857142857142857,0.0,49.714285714285715,35.285714285714285,9.747142857142856,0,0,66,47,9.62,42,57
20130418,2,2.634074386260668e-05,0,0,1,0,0,0,0,0,63,45,13.65,0.002857142857142857,0.0,49.714285714285715,35.285714285714285,9.747142857142856,0,0,66,47,9.62,42,57
20130418,1,8.238861059847087e-06,0,0,0,1,0,0,0,0,63,45,13.65,0.002857142857142857,0.0,49.714285714285715,35.285714285714285,9.747142857142856,0,0,66,47,9.62,42,57
20130418,3,1.8798523689272935e-05,0,0,0,0,1,0,0,0,63,45,13.65,0.002857142857142857,0.0,49.714285714285715,35.285714285714285,9.747142857142856,0,0,66,47,9.62,42,57
20130418,1,6.3199539907349474e-06,0,0,0,0,0,1,0,0,63,45,13.65,0.002857142857142857,0.0,49.714285714285715,35.285714285714285,9.747142857142856,0,0,66,47,9.62,42,57
20130419,4,6.05317716136257e-05,1,0,0,0,0,0,0.05,0,75,53,17.9,0.0071428571428571435,0.0,53.142857142857146,37.714285714285715,11.025714285714287,0,0,63,45,13.65,42,57
20130419,5,4.008337341670675e-05,0,1,0,0,0,0,0.05,0,75,53,17.9,0.0071428571428571435,0.0,53.142857142857146,37.714285714285715,11.025714285714287,0,0,63,45,13.65,42,57
20130419,1,1.317037193130334e-05,0,0,1,0,0,0,0.05,0,75,53,17.9,0.0071428571428571435,0.0,53.142857142857146,37.714285714285715,11.025714285714287,0,0,63,45,13.65,42,57
20130419,4,3.295544423938835e-05,0,0,0,1,0,0,0.05,0,75,53,17.9,0.0071428571428571435,0.0,53.142857142857146,37.714285714285715,11.025714285714287,0,0,63,45,13.65,42,57
20130419,3,1.8798523689272935e-05,0,0,0,0,1,0,0.05,0,75,53,17.9,0.0071428571428571435,0.0,53.142857142857146,37.714285714285715,11.025714285714287,0,0,63,45,13.65,42,57
20130419,5,3.159976995367474e-05,0,0,0,0,0,1,0.05,0,75,53,17.9,0.0071428571428571435,0.0,53.142857142857146,37.714285714285715,11.025714285714287,0,0,63,45,13.65,42,57
20130420,1,1.5132942903406426e-05,1,0,0,0,0,0,0.38,0,65,44,14.99,0.06142857142857143,0.0,54.57142857142857,38.0,11.665714285714285,0.05,0,75,53,17.9,42,57
20130420,6,4.81000481000481e-05,0,1,0,0,0,0,0.38,0,65,44,14.99,0.06142857142857143,0.0,54.57142857142857,38.0,11.665714285714285,0.05,0,75,53,17.9,42,57
20130420,1,1.317037193130334e-05,0,0,1,0,0,0,0.38,0,65,44,14.99,0.06142857142857143,0.0,54.57142857142857,38.0,11.665714285714285,0.05,0,75,53,17.9,42,57
20130420,4,3.295544423938835e-05,0,0,0,1,0,0,0.38,0,65,44,14.99,0.06142857142857143,0.0,54.57142857142857,38.0,11.665714285714285,0.05,0,75,53,17.9,42,57
20130420,4,2.5064698252363914e-05,0,0,0,0,1,0,0.38,0,65,44,14.99,0.06142857142857143,0.0,54.57142857142857,38.0,11.665714285714285,0.05,0,75,53,17.9,42,57
20130420,3,1.895986197220484e-05,0,0,0,0,0,1,0.38,0,65,44,14.99,0.06142857142857143,0.0,54.57142857142857,38.0,11.665714285714285,0.05,0,75,53,17.9,42,57
