Date,Emergencies,Per Cap Emergencies,income0,income1,income2,income3,income4,income5,Precipitation,Snow,Tmax,Tmin,Awnd,Avg Precipitation,Avg Snow,Avg Tmax,Avg Tmin,Avg Awnd,Yester Precipitation,Yester Snow,Yester Tmax,Yester Tmin,Yester Awnd,Avg Low,Avg High
20120709,3,1.895986197220484e-05,0,0,0,0,0,1,0,0,84,67,8.05,0.02,0.0,72.28571428571429,59.57142857142857,7.381428571428572,0,0,89,71,8.95,65,81
20120710,0,0.0,1,0,0,0,0,0,0,0,83,65,7.38,0.0,0.0,72.14285714285714,59.142857142857146,7.252857142857143,0,0,84,67,8.05,65,81
20120710,1,8.01667468334135e-06,0,1,0,0,0,0,0,0,83,65,7.38,0.0,0.0,72.14285714285714,59.142857142857146,7.252857142857143,0,0,84,67,8.05,65,81
20120710,1,1.317037193130334e-05,0,0,1,0,0,0,0,0,83,65,7.38,0.0,0.0,72.14285714285714,59.142857142857146,7.252857142857143,0,0,84,67,8.05,65,81
20120710,1,8.238861059847087e-06,0,0,0,1,0,0,0,0,83,65,7.38,0.0,0.0,72.14285714285714,59.142857142857146,7.252857142857143,0,0,84,67,8.05,65,81
20120710,3,1.8798523689272935e-05,0,0,0,0,1,0,0,0,83,65,7.38,0.0,0.0,72.14285714285714,59.142857142857146,7.252857142857143,0,0,84,67,8.05,65,81
20120710,1,6.3199539907349474e-06,0,0,0,0,0,1,0,0,83,65,7.38,0.0,0.0,72.14285714285714,59.142857142857146,7.252857142857143,0,0,84,67,8.05,65,81
20120711,4,6.05317716136257e-05,1,0,0,0,0,0,0,0,80,66,8.28,0.0,0.0,71.71428571428571,58.57142857142857,7.1899999999999995,0,0,83,65,7.38,65,82
20120711,3,2.405002405002405e-05,0,1,0,0,0,0,0,0,80,66,8.28,0.0,0.0,71.71428571428571,58.57142857142857,7.1899999999999995,0,0,83,65,7.38,65,82
20120711,1,1.317037193130334e-05,0,0,1,0,0,0,0,0,80,66,8.28,0.0,0.0,71.71428571428571,58.57142857142857,7.1899999999999995,0,0,83,65,7.38,65,82
20120711,2,1.6477722119694175e-05,0,0,0,1,0,0,0,0,80,66,8.28,0.0,0.0,71.71428571428571,58.57142857142857,7.1899999999999995,0,0,83,65,7.38,65,82
20120711,0,0.0,0,0,0,0,1,0,0,0,80,66,8.28,0.0,0.0,71.71428571428571,58.57142857142857,7.1899999999999995,0,0,83,65,7.38,65,82
20120711,1,6.3199539907349474e-06,0,0,0,0,0,1,0,0,80,66,8.28,0.0,0.0,71.71428571428571,58.57142857142857,7.1899999999999995,0,0,83,65,7.38,65,82
20120712,5,7.566471451703213e-05,1,0,0,0,0,0,0,0,86,66,10.74,0.0,0.0,72.57142857142857,58.285714285714285,7.574285714285715,0,0,80,66,8.28,65,82
20120712,2,1.60333493666827e-05,0,1,0,0,0,0,0,0,86,66,10.74,0.0,0.0,72.57142857142857,58.285714285714285,7.574285714285715,0,0,80,66,8.28,65,82
20120712,1,1.317037193130334e-05,0,0,1,0,0,0,0,0,86,66,10.74,0.0,0.0,72.57142857142857,58.285714285714285,7.574285714285715,0,0,80,66,8.28,65,82
20120712,3,2.471658317954126e-05,0,0,0,1,0,0,0,0,86,66,10.74,0.0,0.0,72.57142857142857,58.285714285714285,7.574285714285715,0,0,80,66,8.28,65,82
20120712,3,1.8798523689272935e-05,0,0,0,0,1,0,0,0,86,66,10.74,0.0,0.0,72.57142857142857,58.285714285714285,7.574285714285715,0,0,80,66,8.28,65,82
20120712,4,2.527981596293979e-05,0,0,0,0,0,1,0,0,86,66,10.74,0.0,0.0,72.57142857142857,58.285714285714285,7.574285714285715,0,0,80,66,8.28,65,82
20120713,1,1.5132942903406426e-05,1,0,0,0,0,0,0,0,90,69,10.96,0.0,0.0,73.14285714285714,57.714285714285715,7.765714285714288,0,0,86,66,10.74,66,82
20120713,0,0.0,0,1,0,0,0,0,0,0,90,69,10.96,0.0,0.0,73.14285714285714,57.714285714285715,7.765714285714288,0,0,86,66,10.74,66,82
